Hill Climbing Algorithm Results
 residue, time 
10088307032, 0.726488107
344162172, 0.7194994069999999
5673594412, 0.728996288
18338337916, 0.729122491
491215987, 0.730896301
12982633126, 0.7273723179999996
345284072, 0.7248603300000003
5326150848, 0.7260940379999994
771639626, 0.7387689320000002
113161551, 0.7432402659999999
252216368, 0.7539204619999991
5204290376, 0.732215183000001
49477697, 0.7352854460000007
366731733, 0.7275022289999988
5631877867, 0.7362872649999996
1110808503, 0.7257043020000005
3564546821, 0.734807356000001
6497848974, 0.7135890140000001
5132867996, 0.7150773319999999
18611892247, 0.7202857149999993
56110110, 0.7072658470000004
2262368639, 0.7158115170000006
1327377468, 0.7126775670000001
9696199693, 0.7220384929999994
238763574, 0.7313513569999976
9624440050, 0.7146974780000015
21451933711, 0.7160981450000001
267791505, 0.7274697020000005
464859247, 0.7222511919999981
2770235020, 0.724386409000001
5078661978, 0.7366325280000012
1059514468, 0.7305002639999998
2854971901, 0.7269042389999996
2088935732, 0.7309639839999988
1802580149, 0.7277999460000011
1432977281, 0.7241752720000001
1210544409, 0.706517078000001
10295392555, 0.7222694070000024
635849673, 0.6983424009999979
28525212689, 0.7242579229999997
137271757, 0.7412532320000018
318604444, 0.7569360920000001
5892008346, 0.7386906320000008
7048142273, 0.7231639710000017
871980931, 0.7319978390000017
441011915, 0.7323381180000013
5613842311, 0.7296758620000006
3278083150, 0.7219866870000047
1424134144, 0.7296391769999957
1583879094, 0.734332246000001
