Simulated Annealing Algorithm Results
 residue, time 
1476901146, 2.04690543
4502815299, 1.960921011
1159653066, 2.0295329520000003
4643443042, 1.9788470069999997
70278357, 2.0073057399999996
5080674344, 2.044521918000001
98924904, 2.0753838659999992
973199877, 2.056900211000002
18360054529, 1.9934272800000024
1366904125, 1.998229361
4489061363, 1.9854133780000005
439846880, 2.0224460379999982
915739223, 2.040307446
1053663141, 2.027211737000002
104314982, 2.053751717000001
1647957762, 2.072341578000003
1779537500, 2.047582859000002
573443393, 2.017074044999994
636736660, 2.031206874999995
7644784422, 2.062766309000004
1998220594, 2.040469104000003
4192372890, 2.0746509189999998
17297838625, 2.049463514000003
918166122, 2.077580300000001
3998247835, 2.1169402769999976
7176245942, 2.0699901089999955
6225733639, 2.0362834419999984
1270220827, 2.1486442990000043
81686168, 2.1643015889999973
29070211888, 1.9867125890000068
5208985094, 2.056240508000002
21892465852, 2.093646082999996
2188071419, 2.096068305000003
1859007969, 2.0817391629999946
386481701, 2.074317808999993
8648757206, 2.063501938999991
1499571092, 1.9949645009999983
396826391, 2.063760204999994
34930613, 2.0618832469999973
3961082910, 2.091795681999997
10663942780, 2.052268704999989
11639927834, 2.1772360099999872
2909317426, 2.122253915999991
696605007, 2.1137588849999958
4058937135, 2.0209386009999974
11567136318, 2.0867413630000016
1284594393, 2.066758053000001
3423076398, 2.151265731999999
361733475, 2.0616033909999913
58374541, 2.126281811999988
